title,Category
"Kareena Kapoor Causes CHAOS During Pooja 🤣Ft. SRK, Hrithik Roshan &amp; Kajol 👀😂#K3G ","Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Rohit Sharma Hits 140! | India v Pakistan - Match Highlights | ICC Cricket World Cup 2019 ,Sports Highlights and Cricket Match Updates
Learn Cyber security Full Course 2026 Free | Cyber Security Course | Intellipaat ,Ethical Hacking and Network Security Full Course
9.2 Problem 1 - Max Profit | Greedy Algorithms | Complete DSA For Placements | Interview Preparation ,Data Structures and Algorithms for Placements
REVIEW MICROSOFT AZURE GPU NVIDIA 24 VCPU 200+ GIB ,Cloud Computing AWS Azure
"Ivermectin - For Humans, Horses, Or Both? ",Pharmacology and Drug Interaction Studies
Rani Mukerji&#39;s Laughter Sparks After Hearing &#39;Had Kar Di Aapne&#39; Title #shorts #ranimukerji ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
AWS certified cloud practitioner ✌️#aws #cloudcomputing #devops #certificate #devopstools #azure ,Cloud Computing AWS Azure
Azure DevOps Tutorial for Beginners | CI/CD with Azure Pipelines ,Cloud Computing AWS Azure
Big Data Analytics using Spark with Python | PySpark Tutorial | Edureka Live Big Data Processing with PySpark,Data Science and Data Analytics
decode ethereum transaction logs using ethers js Ethereum Web3.js vs Ethers.js,Blockchain and Solidity Programming
custom object detection tracking and counting | yolo12 custom object detection tracking Object Detection YOLO,Machine Learning and Deep Learning Course
"Data Analytics Career Path Explained |Roles, Skills, and Salaries 2025 #shorts #datascience #salary ",Data Science and Data Analytics
"DAILY VLOG: 1st day as a lululemon educator, lululemon haul, productivity, and working out ",Miscellaneous Daily Vlogs and General Content
"AI &amp; ML Jobs in 2025–2029: High-Paying Roles, Skills &amp; Career Paths Explained ",Machine Learning and Deep Learning Course
What is Garbage Collection? | Java Placement Question | #shorts #kiransir ,Data Structures and Algorithms for Placements
. &quot;Set Up Firebase in Flutter Fast! Auth + DB Setup in Under a Minute&quot; ,Flutter and Firebase App Development
Node.js Tutorial - 42 - Event Loop Node.js Event Loop,MERN Stack Web Development Tutorial
Cloud Security Best Practices Cloud Security Best Practices,Cloud Computing AWS Azure
📲 Flutter in 2025 — Still Worth Learning? ,Flutter and Firebase App Development
Gradient Descent Explained ,Machine Learning and Deep Learning Course
[Marathon] CSAT Complete Revision in One Shot | UPSC Prelims 2026/27 | Madhukar Kotawe ,UPSC Civil Services Full Lectures and Preparation
Law | Taught Masters Programmes Webinar | April 2026 ,Business Law and Corporate Governance
Master Data Structures &amp; Algorithms (DSA) for Beginners 🚀 | Full Course + Interview Prep Guide ⚡ ,Data Structures and Algorithms for Placements
Dosing psychedelics and potential drug-drug interactions | Matthias Liechti | ALPS Conference 2022 ,Pharmacology and Drug Interaction Studies
Ascites in liver cirrhosis: exploring the accumulation of fluid in 3D Pathology and Disease Mechanisms,Medical
Analisi dei dati biomedici dalla statistica all&#39;apprendimento automatico ,Data Science and Data Analytics
Top apps for news and current affairs. ,"Global Politics, News, and Current Affairs"
Machine Learning Tutorial Python - 9  Decision Tree Decision Trees,Machine Learning and Deep Learning Course
Decision Tree in Tamil | Artificial Intelligence and Machine Learning in Tamil | CS3491 in Tamil Decision Trees,Machine Learning and Deep Learning Course
Sanjay Dutt recording Ae Shivani song 👌🏻😍 #shorts #viralshorts #sanjaydutt #retro #song #unseen #yt ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Stock Market Explained! #shorts #trendingshorts #trending ,Stock Market Trading and Investment Analysis
Ultimate a Flutter Firebase Food Delivery &amp; E-Commerce App from Scratch Part 2 🛒🍔 | Admin Panel ,Flutter and Firebase App Development
how to flag your accounting standards | the basics &amp; helpful tips 📖💌 Financial Auditing Standards,Commerce
Drug Absorption || Pharmacokinetics || General Pharmacology || Pharmacology lectures || Ashish Pharmacology and Drug Kinetics,Medical
Hacking on Phone? Full Termux Course Start (Episode 1) ,Ethical Hacking and Network Security Full Course
Unlocking the Secrets of Endocrine Pharmacology! #sciencefather #researchawards ,Pharmacology and Drug Interaction Studies
"Introduction to Mental Health &amp; Behavioural Sciences | Dr. Samir Parikh, Director ",Psychology: Behavioral Science and Mental Health Education
Stomach: Histology Human Anatomy and Histology,Medical
Notion Tutorial For Beginners 2026 | Introduction To Notion | Notion AI For Beginners | Simplilearn ,Machine Learning and Deep Learning Course
Digital Marketing Roadmap 2026 | How to Become a Digital Marketer in AI-Era ,Digital Marketing and SEO Strategy for Beginners
Specific (Adaptive) Immunity | Humoral and Cell-Mediated Responses Microbiology and Immunology,Medical
Foundations of Web Development I MERN Stack Tutorial in Malayalam I Cyra Learnings- Tech Accelerator ,MERN Stack Web Development Tutorial
Identity &amp; Access Management in 2025: The Cybersecurity Growth You Need to Know! Identity and Access Management IAM,Cloud Computing AWS Azure
Best Strategy to Cover Geography for UPSC Exam 🔥 | Free Resources | Syllabus | Model Answer Writing ,UPSC Civil Services Full Lectures and Preparation
Write test for NFT smart contract using hardhat (ERC-721) Hardhat and Truffle Frameworks,Blockchain and Solidity Programming
📊Stunning Scatter Plots ! Mastering Data Visualization with Matplotlib &amp; Seaborn 📈 Data Visualization with Seaborn,Data Science and Data Analytics
Optimizers - EXPLAINED! Backpropagation and Optimizers,Machine Learning and Deep Learning Course
Why students should get mental health days - Hailey Hardcastle #shorts #tedx ,Psychology: Behavioral Science and Mental Health Education
Omg you speak german?😳👀🤣 ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
AWS vs Azure | AWS vs Azure Comparison | Difference Between AWS And Azure | Cloud Training | Edureka ,Cloud Computing AWS Azure
You Don&#39;t Understand How AI Learns ,Machine Learning and Deep Learning Course
Masterclass on Leadership Communication: Public Speaking Skills ,Leadership and Communication Skills Training
Corporate Governance VS Company Law ,Business Law and Corporate Governance
Master Web Development with MERN: HTML Class 02 Tutorial   #shorts #codesynergy ,MERN Stack Web Development Tutorial
#15 || Cubit Introduction || Flutter Bloc &amp; Cubit Tutorial Bloc and Cubit Pattern,Flutter and Firebase App Development
Stateful Widget Lifecycle and Stateless Widgets | Widget Lifecycle | Hindi Flutter Widget Lifecycle,Flutter and Firebase App Development
Responsive Website with CSS in MERN Stack 🚀 #Shorts #webdevelopment ,MERN Stack Web Development Tutorial
Loss Functions in Deep Learning | Deep Learning | CampusX ,Machine Learning and Deep Learning Course
"Hardhat, Truffle, &amp; Javascript Development Framework Hardhat and Truffle Frameworks",Blockchain and Solidity Programming
Node.js vs Express vs Fastify vs NestJS — What Happens When a Request Hits? Express.js Routing and Middleware,MERN Stack Web Development Tutorial
What is MERN stack |  Web Application Development using MERN Stack  #mernstack #shorts #webdev ,MERN Stack Web Development Tutorial
Intraday Stock Analysis in Tamil | Intraday Trading Tamil | Trading in Tamil ,Stock Market Trading and Investment Analysis
&#39;Ted Lasso&#39; Cast Do Their Best Jamie Tartt Impressions 🤣 ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
This $500 Solidity Smart Contract Looks SAFE… Until You See This Hack 😳 Solidity Smart Contract Security,Blockchain and Solidity Programming
Optimizing ML Compute &amp; Orchestration with H2O MLOps | Part 17 Kubernetes Orchestration,Cloud Computing AWS Azure
Leadership Skills Development | Training by Nimble Foundation| ,Leadership and Communication Skills Training
what is Seaborn ? #library #python #interviewquestions #seaborn #datavisualization #datascience Data Visualization with Seaborn,Data Science and Data Analytics
Flutter | Clean Architecture | Http Response Extension Flutter Clean Architecture,Flutter and Firebase App Development
#bollywood #comedymovies #funny #comedy Tees Maar Khan #teesmaarkhan ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Neurosurgeon Ranks Top Supplements For Focus 🧠 Neurology and Brain Function,Medical
Mobile app development with Flutter and Firebase ,Flutter and Firebase App Development
Most ICC Trophy Wins By A Team 🤬| #cricket #shorts #trending #viral #short #wtc ,Sports Highlights and Cricket Match Updates
#16 Forms in HTML | Full Stack Web Development | Mern Stack | Watch Now!✔️🔥 ,MERN Stack Web Development Tutorial
Hypothesis Testing One Shot | Z-Test to ANOVA Statistical Hypothesis Testing,Data Science and Data Analytics
Cyber Security Week Day - 2 | Ethical Hacking Full Course | Ethical Hacker Course | Simplilearn ,Ethical Hacking and Network Security Full Course
Create a Powerful Flutter Ecommerce Book App with Firebase Integration | Step-by-Step Tutorial | 2 ,Flutter and Firebase App Development
"Don Aitken Buildings, Energy and Climate ",Renewable Energy and Climate Science Lectures
🧾 क्या GST Pay करना आपके लिए सही है? जानिए Khan Sir के साथ! #khansir #gst #tax #khanglobalstudies Corporate Taxation and GST,Commerce
Convert ETH to USD 💰 getConversionRate() Explained Solidity tutorial | Lecture-26 ,Blockchain and Solidity Programming
"MERN Auth with Email Verification 🔐 | Login, Register &amp; JWT Full Tutorial #mern #authentication #jwt ",MERN Stack Web Development Tutorial
Python Developer Placements | Workflowforu..#coding #python #job #placement #apnikaksha #programming ,Data Structures and Algorithms for Placements
Biggest Prediction in Geopolitics | This is what Trump will do Next | by Prashant Dhawan ,"Global Politics, News, and Current Affairs"
2 May 2026 | Daily Current Affairs | Current Affairs Today | Current News | Crazy Gk Trick ,"Global Politics, News, and Current Affairs"
Firebase security rules Flutter || chat app #7 Firebase Cloud Firestore Security Rules,Flutter and Firebase App Development
FINANCIAL DERIVATIVES | 2 MARKS QUESTIONS AND ANSWERS | CALICUT UNIVERSITY BCOM FINANCE SIXTH SEM  Financial Derivative Markets,Commerce
Food Drug Interactions: What Should You Look Out For? ,Pharmacology and Drug Interaction Studies
Azure Migrate series: Step-by-Step. full video in description ,Cloud Computing AWS Azure
DSA in Java or C++ ? | Which language is for what? ,Data Structures and Algorithms for Placements
"MongoDB vs MySQL for MERN Stack in India 🇮🇳, Which is Better for Jobs? MERN Stack Tutorial In Telugu ",MERN Stack Web Development Tutorial
AWS DevOps vs Azure DevOps | Which is better for the Future ? ,Cloud Computing AWS Azure
Layer 0 and Layer 3 Scaling Solutions #crypto #blockchain #metallicus #bitcoin Layer 2 Scaling Solutions,Blockchain and Solidity Programming
Day-4 | Best VPC explanation| VPC explained in 30 mins #devops #aws #abhishekveeramalla AWS VPC and Subnets,Cloud Computing AWS Azure
"Complete SEO Course for Beginners in Hindi : Learn On Page SEO, Off Page SEO &amp; Technical SEO ",Digital Marketing and SEO Strategy for Beginners
Computer Science v/s Data Science#✅✅#computerscience #datascience #computer #data #dataanalytics ,Data Science and Data Analytics
Are you interested in blockchain coding? ,Blockchain and Solidity Programming
Ethereum Token Standards ERC20 and ERC721 Token Standards,Blockchain and Solidity Programming
What is Climate Change &amp; Climate Sustainablity Solutions by Denmark? Lecture by Rolf Michael Hay ,Renewable Energy and Climate Science Lectures
Tibial Nail System—Standard Surgical Technique Surgical Procedures and Techniques,Medical
24 April 2026 Current Affairs | Episode 2056 | Current Affairs Today | Kumar Gaurav Sir ,"Global Politics, News, and Current Affairs"
Dance Ek Art Hein Art | Deepika Padukone #deepikapadukone #shahrukh #happynewyear #srk #deepika ,"Entertainment: Music, Movies, Comedy, Trailers, and Pop Culture"
Fibonacci Retracement Se Perfect Entry Kaise Le? 📈 #trading #tradingmistakes #stockmarket ,Stock Market Trading and Investment Analysis
How I Pick My Stocks: Investing For Beginners ,Stock Market Trading and Investment Analysis
Deindividuation: Losing Yourself in the Crowd 🙇‍♂️ #Deindividuation #GroupBehavior #SocialPsychology ,Psychology: Behavioral Science and Mental Health Education
CMA Final Law | Corporate Governance | Revision Series | Marathon | Part 1 | CS Disha Lohana ,Business Law and Corporate Governance
How I cracked IAS in 1st Attempt along with MBBS? UPSC Study Plan - जानिए AIR 69 Akshita Gupta से ,UPSC Civil Services Full Lectures and Preparation
Personality Disorders NCLEX Review #nursingschool ,Psychology: Behavioral Science and Mental Health Education
Hypersensitivities hypersensitivity #biology #microbiology #immunology #shorts #nursing #prenursing Microbiology and Immunology,Medical
Robot-assisted Radical Prostatectomy (RARP) Surgical Procedures and Techniques,Medical
React Tutorial - TodoApp with Context API (2020) React Context API,MERN Stack Web Development Tutorial
What is Data Wrangling? | Data Wrangling with Python | Data Wrangling | Intellipaat Pandas Data Wrangling,Data Science and Data Analytics
