Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Art,Interior Designer,4.850799312596237,5,1,4,0,7,1,3,1,1,3,4,0,2,0
Music,Principal,2.819094938033068,9,2,2,1,8,0,4,0,0,1,0,2,0,1
Marketing,Mechanical Engineer,4.2321036892815425,6,1,3,1,3,0,4,0,4,3,1,4,0,1
Business,Physical Chemist,2.6254710421609784,1,1,2,0,4,1,1,3,1,0,1,3,4,1
Architecture,Investment Banker,4.1228873437060365,9,2,3,1,6,1,4,1,2,1,4,2,2,1
Law,School Psychologist,4.568023939723046,1,2,3,1,2,1,4,1,3,0,0,3,3,1
Architecture,Animator,4.907353795547142,9,2,0,0,9,0,3,1,3,0,4,4,1,1
Physics,Web Developer,4.440544123152279,2,2,3,0,1,1,0,2,4,4,2,0,2,1
Business,Data Scientist,2.99136992919746,6,2,0,1,0,0,2,1,0,1,3,2,0,1
Art,Industrial-Organizational Psychologist,4.991493787169184,6,0,4,1,7,0,3,4,0,4,1,2,2,1
Biology,Digital Marketing Specialist,4.814170319777579,5,0,4,1,4,0,4,2,0,2,1,4,0,1
Chemistry,Digital Marketing Specialist,3.8363883250761974,4,1,4,1,6,1,3,2,0,0,3,0,1,1
Biology,Biomedical Engineer,3.9120118362248153,3,2,2,0,0,0,2,4,2,2,0,0,0,1
Physics,Graphic Designer,4.251523923725652,5,2,2,1,6,0,0,4,3,2,0,3,2,1
Chemistry,Chemical Engineer,3.2319185531891677,0,2,4,0,7,1,1,3,3,0,2,1,1,1
Law,Electrical Engineer,4.823519336628355,1,0,0,0,8,0,1,0,4,1,2,4,3,0
Business,Psychologist,4.487077189929487,9,2,2,1,8,0,0,0,4,4,3,4,2,0
Art,Art Therapist,4.19144416376117,8,0,1,0,9,0,2,1,4,1,3,1,2,0
Engineering,Analytical Chemist,3.545702374472427,9,1,0,0,0,0,2,3,2,0,4,3,4,0
Computer Science,Physician Assistant,4.892387921120665,3,0,1,1,7,0,4,0,3,3,2,3,2,0
Marketing,Industrial-Organizational Psychologist,2.9212477202731075,6,2,2,0,5,1,0,2,1,2,2,4,4,0
Psychology,Paralegal,3.6015037701869006,9,2,4,1,4,0,0,2,1,2,0,0,4,1
Biology,Social Media Manager,3.0794844483913026,3,2,3,0,6,0,1,0,4,1,1,4,1,1
Engineering,Electrical Engineer,3.717426909426947,5,1,3,0,6,0,0,4,3,2,2,3,4,1
Physics,Aerospace Engineer,3.8669376045092525,5,0,4,1,8,1,4,2,0,0,4,3,1,1
Physics,Conductor,4.61991786896183,1,1,1,1,9,1,2,1,4,1,0,1,2,0
Art,School Counselor,4.60285851171867,4,1,4,1,8,1,0,0,3,3,1,1,1,1
Computer Science,Legal Consultant,4.414386784442627,0,1,0,0,5,0,4,4,2,0,0,1,3,0
Computer Science,Landscape Architect,4.314054841007606,8,1,3,0,8,0,3,0,0,4,2,1,0,0
Computer Science,Microbiologist,4.150538998748313,9,2,1,1,6,1,3,3,2,4,0,3,4,1
Architecture,Quantum Physicist,3.3002948432292816,9,1,3,0,6,1,4,1,3,0,4,3,0,0
Chemistry,Composer,3.266583540067,4,0,2,1,7,0,4,4,3,3,2,2,1,0
Architecture,Musician,3.211044586832176,7,2,3,1,7,0,0,3,3,1,1,4,1,1
Psychology,Nuclear Physicist,4.401193897344835,5,0,0,1,2,0,2,1,1,4,2,2,1,0
Physics,Animator,2.5253204656664545,8,2,1,0,2,1,2,2,3,4,2,2,3,1
Art,Software Developer,4.4627904041790964,6,0,4,1,6,1,4,4,2,3,3,2,4,0
Music,Market Research Analyst,4.396061631900579,2,2,2,0,9,0,4,4,3,0,2,4,1,1
Education,Biochemist,3.4694458105964845,2,1,3,0,4,1,2,3,3,0,0,0,0,0
Computer Science,Manager,4.209743906097742,7,1,3,1,2,1,0,3,4,2,4,3,3,0
Architecture,Physicist,4.180342502783571,3,1,0,1,1,1,0,0,1,4,1,3,4,0
Chemistry,Psychologist,2.9991493722300926,4,2,1,0,9,0,0,3,0,4,1,4,3,0
Architecture,Marketing Manager,2.6102753542306916,8,0,4,1,3,0,4,4,1,1,3,3,2,1
Business,Brand Manager,3.974642206048773,5,1,4,1,4,1,3,0,3,2,4,4,3,0
Architecture,Financial Analyst,3.683071375811689,5,0,4,1,5,1,3,3,1,3,1,0,4,0
Business,Art Therapist,4.086716987609702,7,1,3,1,0,0,4,2,4,3,1,1,1,1
Medicine,Interior Designer,3.21419857622871,4,2,2,1,5,0,2,0,4,0,4,2,0,0
Physics,Data Scientist,4.069435860634518,2,2,4,1,2,0,3,0,0,0,4,2,2,1
Law,Advertising Manager,2.848083720169214,8,2,0,0,5,1,1,4,2,3,3,0,0,0
Business,Sound Engineer,4.626611767655325,6,1,3,1,8,1,1,4,0,3,0,3,3,1
Biology,Biotechnologist,4.634411584727199,6,2,3,1,7,1,0,4,2,2,3,1,3,0
Law,Architect,4.351018939308852,4,2,2,0,8,1,2,1,1,2,2,3,3,0
Finance,Actuary,3.0229652127680446,5,2,1,1,8,1,2,0,4,4,2,2,1,0
Law,Illustrator,3.423331469074502,0,2,0,0,2,0,2,3,1,4,1,4,3,1
Physics,Architectural Technologist,3.3063732558729413,8,2,3,1,2,1,4,3,1,4,4,4,4,1
Psychology,Special Education Teacher,2.957443546552528,4,2,2,1,6,0,0,4,1,4,3,4,0,0
Marketing,Marketing Manager,4.422434873589557,9,0,2,1,2,1,3,1,3,1,2,1,1,1
Business,Pharmacist,3.6229210670033396,1,0,2,1,2,0,4,3,2,2,1,3,1,1
Art,Artist,3.6055506913236517,1,1,0,0,8,1,1,4,0,1,3,2,2,0
Physics,Analytical Chemist,4.607984852657847,7,0,1,1,4,0,1,2,0,2,2,1,1,0
Music,Web Developer,3.8991710774045703,3,1,4,0,1,1,1,3,4,2,3,2,4,0
Physics,Organic Chemist,4.250395661244722,8,0,2,0,2,0,4,0,0,1,3,1,4,0
Engineering,Biologist,3.4289079044566924,3,1,4,1,5,1,4,1,0,0,4,1,2,1
Music,Lawyer,3.7415558769998745,9,1,0,0,5,1,4,2,1,4,4,2,4,1
Computer Science,Acoustics Specialist,4.063892378373084,7,0,2,0,7,0,4,0,1,2,1,4,3,1
Art,AI Researcher,2.650950636406607,4,0,0,0,9,0,4,0,1,0,2,3,1,0
Engineering,Organic Chemist,4.447192908987361,7,2,0,1,1,1,4,3,3,0,0,0,4,0
Psychology,Physician Assistant,4.910993088926731,3,0,1,0,4,1,3,2,1,2,2,1,4,0
Art,Industrial-Organizational Psychologist,2.7910355707906103,5,1,4,0,0,0,1,3,0,2,3,3,0,0
Business,Musician,2.818949699074583,3,1,0,1,0,0,2,0,1,0,3,0,0,1
Art,Game Developer,3.7677087918025176,5,2,0,0,8,1,2,1,4,1,3,4,0,1
Chemistry,Sound Engineer,3.046698153873897,8,1,4,0,3,0,2,4,3,3,1,3,0,0
Physics,Quantum Physicist,4.161292696157194,0,2,3,0,7,0,1,3,4,2,3,0,4,0
Medicine,Music Teacher,4.498569155902896,5,0,3,1,1,0,3,1,2,0,1,4,2,1
Finance,Entrepreneur,3.730216766121126,4,2,1,1,8,0,0,0,4,3,3,1,4,0
Engineering,Financial Advisor,3.680133180833637,3,2,3,1,7,1,4,3,2,3,0,2,4,0
Engineering,Biologist,2.78500108337664,6,1,2,1,6,1,0,0,0,2,1,0,1,1
Engineering,Manager,2.587644911143169,2,2,0,0,1,1,3,2,0,3,0,2,2,0
Engineering,Urban Planner,4.704313883194376,1,0,1,0,5,0,0,2,0,3,4,0,2,0
Music,Conductor,3.982494473462938,6,0,3,1,0,0,2,2,3,4,2,1,4,1
Computer Science,Construction Manager,3.8168416816335973,3,1,2,0,0,1,4,2,1,0,1,3,3,1
Computer Science,Manager,4.34107374662922,0,1,1,1,6,1,1,3,4,4,1,4,0,1
Physics,Organic Chemist,4.617344966929009,4,0,0,0,3,1,2,1,0,1,0,0,4,0
Finance,Urban Planner,4.486984204992104,4,2,3,0,9,1,1,0,3,3,4,4,2,1
Finance,Microbiologist,3.560321274999754,0,0,3,1,3,1,4,1,4,4,0,2,4,1
Law,Animator,2.8175065349080435,9,2,2,1,4,1,3,0,3,4,4,3,4,1
Biology,Pharmacist,3.11041862788353,0,2,3,1,5,1,2,3,1,3,1,0,2,1
Biology,Construction Manager,3.962834714504104,0,1,2,1,9,0,0,2,0,4,4,3,1,1
Psychology,Principal,3.05941393284449,8,2,1,0,9,1,2,3,3,0,3,3,1,0
Architecture,Mechanical Engineer,4.096380723769634,1,2,0,1,6,1,4,0,1,4,3,1,4,1
Finance,Organic Chemist,4.75696414234632,6,1,0,1,5,1,3,3,1,1,1,0,1,1
Law,Art Therapist,4.824759288882647,6,0,4,0,0,0,1,4,0,3,0,2,0,1
Medicine,Doctor,3.5663391266810986,0,1,4,0,6,1,2,2,4,1,4,1,3,1
Engineering,Pharmacist,4.292240590844771,7,2,4,1,7,0,4,3,3,1,0,0,2,0
Law,Paralegal,2.921607766064735,1,1,4,0,7,0,1,3,3,4,4,3,4,1
Computer Science,Civil Engineer,4.006296553169766,8,0,2,1,6,1,1,0,4,4,3,1,2,0
Psychology,Marketing Manager,3.5474701441619905,7,1,2,0,6,0,1,0,2,2,0,2,1,1
Business,Curriculum Developer,3.8599676292633607,9,0,1,0,3,1,4,4,3,1,0,4,2,1
Education,Counselor,3.4498698375751022,1,1,4,1,2,0,3,2,2,3,2,0,1,1
Engineering,Advertising Manager,4.663888266708732,4,2,1,0,2,1,1,1,4,4,1,2,0,0
Psychology,Market Research Analyst,4.933456302912621,5,1,4,1,2,0,1,4,1,1,1,0,0,0
Psychology,Surgeon,3.4957797769898535,7,1,2,0,4,1,4,0,4,4,4,0,1,0
Physics,Counselor,4.681550524445111,2,0,1,0,0,0,3,0,2,1,4,3,4,1
Education,Lawyer,2.570222149726261,2,2,4,1,6,1,1,2,2,2,4,4,2,0
Education,Brand Manager,4.603432440473094,2,2,4,1,2,0,3,3,0,2,4,2,0,0
Computer Science,Conductor,2.5575091232583365,9,2,1,0,6,1,3,3,2,1,4,2,4,0
Biology,Dentist,4.132476590760399,2,2,0,1,3,1,4,1,1,3,0,4,3,1
Education,Artist,4.634944556845637,5,2,4,1,6,1,2,3,2,3,3,1,0,1
Business,Curriculum Developer,3.4720187325682073,7,2,4,1,3,1,0,0,0,3,2,0,4,0
Psychology,Credit Analyst,3.694378154175612,6,0,3,1,0,0,1,1,4,1,0,4,1,0
Architecture,Quantum Physicist,3.108016706763466,5,2,0,1,6,1,1,1,2,4,1,3,3,1
Finance,Pharmacist,2.9570096939161044,0,0,1,0,6,1,2,3,1,3,0,0,0,1
Business,Risk Analyst,3.489570905421311,2,1,1,0,1,1,3,1,1,4,0,2,4,0
Marketing,Landscape Architect,3.1016323500694396,5,1,1,1,2,0,3,2,2,4,3,4,2,0
Business,Quantum Physicist,2.501905780797728,2,1,0,0,4,0,3,0,3,1,0,1,3,1
Medicine,Special Education Teacher,3.3832816410563833,0,2,3,1,1,0,1,2,4,2,3,2,0,1
Engineering,Doctor,2.7361339514463063,8,2,4,1,8,0,0,3,0,0,0,1,1,0
Engineering,Music Teacher,2.712390000947705,7,1,2,1,0,1,0,3,2,3,0,2,0,0
Law,Cybersecurity Analyst,3.0170151357219543,2,0,3,0,7,0,4,4,0,0,0,0,2,0
Marketing,Manager,3.0689180912546465,5,1,0,0,2,1,0,2,1,3,0,1,1,0
Computer Science,Social Media Manager,4.023980418128779,0,0,4,1,9,1,4,4,3,2,4,1,4,1
Psychology,Music Therapist,3.839530552757751,4,2,4,0,3,0,2,2,4,0,1,2,4,0
Engineering,Physical Chemist,4.9918507414889515,4,2,1,1,3,0,2,1,0,3,3,3,4,1
Computer Science,Conductor,3.0838481303121705,9,0,3,1,9,0,3,2,2,1,0,4,1,1
Physics,School Counselor,2.6507377370782716,5,1,0,1,0,1,1,3,1,1,0,1,0,1
Medicine,Digital Marketing Specialist,3.25422173876009,9,0,3,0,6,0,2,2,0,0,0,0,0,1
Business,Judge,4.361405355301505,0,0,1,1,1,0,4,4,4,3,3,3,3,0
Architecture,Financial Controller,3.2653273910527383,8,0,3,0,0,1,0,3,4,2,3,3,0,1
Chemistry,Electrical Engineer,4.77755472084953,6,1,0,1,5,0,1,2,4,2,4,3,2,1
Marketing,Education Administrator,3.8513562566299138,8,2,3,1,5,1,3,2,4,4,3,4,3,1
Marketing,Web Developer,2.816863345595383,6,1,4,0,6,1,4,0,0,4,4,3,0,0
Chemistry,Microbiologist,2.8409230112621042,4,1,0,1,6,0,3,0,4,0,4,0,2,0
Physics,Art Therapist,3.6903713765986854,3,1,0,1,3,0,0,1,4,4,0,3,4,1
Chemistry,Data Scientist,4.813250292794699,2,2,0,1,1,1,0,2,4,4,1,1,2,0
Medicine,Principal,4.972957258756996,4,0,3,0,0,0,1,3,2,4,4,0,1,0
Art,Market Research Analyst,4.32624952729044,1,0,4,0,7,0,1,4,4,4,3,4,0,0
Physics,Manager,4.256735821346012,9,0,1,1,6,1,3,0,4,3,3,4,1,0
Medicine,Nurse,3.230642497959786,0,1,4,0,5,0,2,4,3,2,2,1,0,1
Architecture,Dentist,4.765990759817573,4,1,3,1,0,1,1,2,0,4,3,1,3,0
Biology,Social Media Manager,4.045896298748595,5,0,4,1,8,0,2,4,3,2,3,4,2,0
Medicine,Financial Analyst,2.6348584386032154,8,0,3,1,4,0,3,3,2,1,3,4,4,0
Marketing,Software Developer,4.546613325246733,4,2,0,1,6,1,3,3,3,1,0,1,2,1
Finance,Doctor,2.806371073686403,0,1,0,0,2,1,0,1,4,0,3,4,2,0
Law,Actuary,3.092666866544823,9,2,1,1,2,0,0,4,2,0,4,3,4,0
Art,Game Developer,4.048212611334565,9,2,2,1,5,0,2,0,4,4,3,3,2,1
Psychology,Art Therapist,4.399706662211987,2,2,4,0,3,0,4,4,1,0,0,1,2,0
Education,Quantum Physicist,4.652036180893411,1,2,4,0,9,0,0,0,3,4,3,0,2,1
Architecture,Biotechnologist,4.29395271691665,0,0,0,0,2,0,2,4,4,1,3,3,0,0
Finance,Electrical Engineer,4.715968641980996,9,1,3,1,3,1,2,1,1,1,1,0,0,0
Physics,Financial Analyst,3.302077645350506,7,1,2,1,5,1,4,2,1,0,4,3,3,0
Education,Counselor,3.279364974792146,1,2,3,0,1,1,2,0,3,4,4,1,2,0
Chemistry,Musician,4.055000562603799,9,1,3,1,6,1,3,2,4,4,0,2,3,1
Law,Pharmacist,3.560856021770115,4,2,4,0,0,0,2,2,2,4,1,3,1,1
Biology,Dentist,4.614554216012668,8,0,1,0,1,1,3,2,4,0,1,2,4,1
Architecture,Conductor,4.8412499568248935,2,0,1,1,7,1,1,4,1,4,4,4,3,0
Biology,Legal Consultant,4.549442980263025,7,0,2,0,7,1,2,3,2,0,2,3,1,1
Marketing,Market Research Analyst,2.936086729714424,0,1,0,1,4,1,1,3,2,1,0,3,2,0
Music,Legal Consultant,3.868106706336085,5,1,4,0,5,0,1,3,3,2,1,1,2,0
Education,Biochemist,4.321121763225921,7,0,4,1,6,1,1,0,4,2,2,0,1,1
Engineering,Quantum Physicist,4.717077607530322,0,2,0,1,2,1,3,2,3,2,0,1,3,1
Art,Forensic Psychologist,3.359704047652337,3,2,4,0,1,0,1,0,1,3,0,2,1,1
Computer Science,Curriculum Developer,3.1635561035769193,9,0,2,0,4,1,3,0,4,0,3,2,3,0
Business,Industrial-Organizational Psychologist,3.651807531610543,3,0,2,1,9,0,2,0,2,3,1,0,0,0
Biology,Principal,4.3571698378386685,2,1,2,0,3,1,0,2,3,3,3,0,0,0
Architecture,Surgeon,2.6069217102710054,8,0,1,1,3,0,0,0,4,1,0,0,2,1
Law,Pharmacist,4.3086427859483925,9,0,1,1,8,1,1,0,2,2,4,0,4,1
Medicine,Clinical Psychologist,4.199737555219743,0,0,0,0,0,0,2,1,4,1,2,0,3,1
Physics,Quantum Physicist,3.297106006873856,8,2,1,1,5,0,0,0,1,4,0,0,0,0
Architecture,Financial Analyst,2.5386235831103927,3,0,2,0,9,0,4,1,3,2,1,0,3,1
Engineering,Financial Analyst,3.461653300036313,8,0,1,1,0,0,1,3,1,1,4,1,2,1
Psychology,Conductor,3.643350486335096,5,2,3,0,2,0,3,0,0,4,0,4,2,0
Art,Data Scientist,2.57465607261378,9,1,0,0,7,0,2,3,1,0,4,3,0,0
Finance,Dentist,3.773671016110561,4,2,1,1,0,0,1,2,3,3,4,3,1,1
Physics,Physicist,2.7297140155982627,8,0,0,0,6,0,2,3,4,0,4,3,3,1
Computer Science,Physical Chemist,3.6698515038148045,8,1,0,1,6,1,1,2,3,2,2,1,2,0
Business,Credit Analyst,3.133512078406234,6,1,2,0,1,1,4,0,4,0,1,2,4,1
Finance,Credit Analyst,3.5565007437129967,3,2,4,1,8,0,3,0,3,2,1,3,2,1
Biology,Manager,4.2557684112192575,0,1,4,0,0,0,2,2,3,0,3,0,4,0
Medicine,Music Teacher,3.667080354282173,9,0,0,0,6,1,0,1,0,1,3,3,1,0
Chemistry,Aerospace Engineer,2.5847609225846,6,2,0,1,9,0,2,0,2,0,3,2,1,1
Chemistry,Legal Secretary,3.0180242008880604,1,1,2,0,8,1,1,1,1,2,4,4,2,0
Chemistry,Industrial-Organizational Psychologist,4.039249493267643,4,0,2,1,5,1,3,1,1,3,3,0,1,1
Biology,Civil Engineer,2.527445015582043,2,1,0,1,5,1,0,4,4,4,3,0,4,1
Physics,Web Developer,2.664580475734891,0,0,0,1,7,0,2,4,2,0,3,3,2,1
Finance,Astronomer,3.225236551469619,3,2,3,1,9,0,3,0,1,3,0,1,4,1
Biology,Investment Banker,3.6784354452175827,0,1,3,1,2,1,0,1,0,4,3,3,0,0
Art,Curriculum Developer,2.553735588489692,1,2,2,0,3,0,2,3,2,2,4,2,4,0
Biology,Curriculum Developer,3.248257346473734,7,2,4,0,0,1,0,3,1,4,0,0,3,1
Business,Astronomer,4.429556712797776,2,2,2,1,1,0,2,3,3,2,0,2,1,1
Medicine,Inorganic Chemist,2.8428787122678227,2,1,1,1,0,0,0,4,1,0,3,2,1,0
Medicine,Nurse,3.2470565541964476,9,1,3,1,0,0,3,4,3,1,2,0,4,0
Business,Industrial-Organizational Psychologist,3.500793486243726,1,1,0,0,0,1,1,4,0,0,2,1,0,0
Architecture,Marketing Manager,4.366178826303143,7,1,2,1,4,1,1,4,0,0,4,0,3,1
Art,Forensic Psychologist,2.6078452759367043,6,2,4,0,8,1,3,4,0,1,2,3,2,0
Physics,Financial Controller,4.297939508590898,0,0,3,0,3,1,2,2,1,1,2,2,4,1
Art,Surgeon,3.3827884607252834,4,0,0,0,2,1,0,1,0,4,3,1,1,1
Engineering,Education Administrator,2.6543492967112856,3,1,0,1,6,1,1,2,4,2,2,3,4,0
Music,Teacher,3.6760785259926387,7,2,1,0,8,0,4,1,3,2,3,2,2,0
Medicine,Acoustics Specialist,4.978575265690238,1,2,1,1,3,0,1,1,2,0,0,1,2,0
Finance,Teacher,2.679587227465661,3,2,3,1,4,0,1,2,4,0,2,4,3,1
Law,Dentist,4.268646286306255,5,1,0,0,6,1,1,0,3,4,4,2,3,0
Psychology,Investment Banker,3.5386418706004825,2,1,4,0,6,1,1,4,4,0,1,0,1,0
Chemistry,Music Therapist,4.708868373779414,7,2,4,0,3,0,1,3,0,4,0,2,0,0
Chemistry,Financial Analyst,3.6562476865163784,3,1,4,1,0,1,4,0,3,2,4,0,4,0
Education,Legal Secretary,2.579569567115053,9,2,2,0,1,1,4,2,2,4,2,3,3,1
Art,Mechanical Engineer,4.8902328493154705,3,2,1,0,7,0,2,3,4,4,0,1,2,1
Biology,Software Developer,4.350802244877922,6,1,1,0,8,1,0,0,1,3,2,4,2,1
Law,Microbiologist,4.3189315670974295,6,0,1,0,9,0,1,4,0,0,4,1,3,1
Psychology,Clinical Psychologist,4.9793641760897565,9,0,0,0,2,0,4,2,0,3,3,3,1,1
Psychology,Electrical Engineer,3.803314180091224,5,1,4,0,7,1,2,4,3,4,3,1,2,1
Biology,Surgeon,3.953200320774745,5,2,4,0,4,1,1,3,4,4,1,0,3,1
Education,Astronomer,2.966505934247829,1,2,3,0,3,0,4,1,2,2,4,0,1,0
Psychology,School Counselor,4.168982871301198,8,2,1,1,8,1,3,3,0,3,4,0,2,1
Architecture,Game Developer,4.33653654959566,3,1,0,0,8,1,3,3,1,4,1,2,0,0
Marketing,Geneticist,2.9949238877251667,5,0,4,0,0,1,3,0,4,2,2,4,4,0
Law,Principal,2.9360333199413584,8,0,3,0,9,1,3,4,0,2,2,1,1,0
Psychology,Risk Analyst,4.508443883940062,6,2,1,0,4,0,1,3,2,2,3,0,4,0
Law,Landscape Architect,4.1419245545278685,1,2,0,1,8,1,4,1,0,0,3,3,4,0
Art,School Psychologist,3.4383920716037144,1,2,4,0,6,0,2,3,3,4,3,4,3,1
Marketing,Credit Analyst,3.7863181027331443,3,0,3,1,9,0,1,2,1,4,4,0,0,0
Music,Astronomer,4.324352799811514,9,1,1,1,0,1,1,1,3,4,1,2,1,1
Art,Quantum Physicist,3.2853466339274564,9,1,4,0,7,0,4,4,0,4,3,2,0,0
Engineering,Biologist,3.6670402857733357,8,2,1,1,9,0,3,3,0,2,4,0,3,1
Finance,Credit Analyst,3.721188432492828,5,1,3,1,9,0,1,1,4,1,3,4,3,0
Biology,Curriculum Developer,2.718729869114411,1,0,0,1,1,0,3,1,4,1,0,1,3,0
Physics,Investment Banker,3.8661107460330273,9,2,4,0,5,1,0,4,2,4,3,0,4,1
Marketing,Software Developer,3.379188019325996,9,2,0,1,6,1,4,2,0,4,2,1,3,1
Law,Marketing Manager,3.048832507696746,9,1,4,0,3,1,1,4,4,0,4,3,0,0
Medicine,Civil Engineer,3.2855481290704196,9,1,4,0,0,1,2,0,3,4,4,0,3,1
Music,Biomedical Engineer,2.5709828478192738,2,0,4,1,9,0,1,3,0,0,1,1,0,1
Biology,Mechanical Engineer,4.223109449417565,3,0,0,0,6,1,2,2,2,4,2,0,2,0
Law,School Counselor,4.828597801983236,5,1,1,0,6,1,4,2,2,3,4,2,1,1
Law,Analytical Chemist,3.192371025183768,3,0,1,1,2,1,3,0,0,2,0,0,3,1
Psychology,Civil Engineer,3.867669418059786,4,1,4,1,7,0,1,2,0,4,4,3,4,1
Computer Science,Physicist,2.7521639002635165,9,0,0,0,4,1,0,4,2,2,2,2,1,1
Marketing,Construction Manager,3.5770204274197432,4,2,1,1,2,1,2,0,2,1,2,3,4,1
Chemistry,Curriculum Developer,2.73055246704633,0,0,4,1,3,0,0,2,2,0,1,2,4,1
Education,Paralegal,4.1074236804957245,8,2,4,0,6,0,1,2,0,0,4,4,0,0
Computer Science,Biotechnologist,4.30954121273397,7,2,3,0,4,1,2,2,0,0,4,3,3,0
Psychology,Human Resources Specialist,2.5803306814738254,7,1,1,0,6,0,1,2,4,3,0,4,1,1
Physics,Credit Analyst,2.6267331181754514,6,2,1,0,9,1,1,4,2,1,0,4,2,0
Biology,Architectural Technologist,4.51122832601868,1,2,3,1,6,0,2,2,4,4,0,1,3,0
Art,Biologist,3.296440402508085,2,0,4,1,9,1,0,2,0,4,4,3,3,1
Engineering,Market Research Analyst,4.060975686949388,6,0,2,1,8,0,1,0,2,0,3,4,0,1
Medicine,Advertising Manager,2.5294032940652302,5,1,4,1,5,1,0,0,0,3,1,3,1,0
Computer Science,Biomedical Engineer,4.920067821108489,7,1,0,0,7,0,0,2,4,4,3,0,0,0
Marketing,Pharmacist,3.4115882225881613,3,1,3,1,5,1,4,2,0,2,0,4,4,1
Medicine,Legal Analyst,4.783756210733872,8,2,3,1,3,0,1,1,1,2,2,3,2,1
Architecture,Web Developer,3.1837640592588032,0,0,2,0,4,0,3,4,0,4,3,0,2,0
Education,Acoustics Specialist,4.764387690822312,1,2,0,1,8,1,1,3,4,2,4,4,0,0
Law,Psychologist,4.231975094731161,1,1,2,1,3,0,0,3,4,1,4,1,3,0
Education,Chemist,4.819998768120049,8,2,4,1,2,0,0,4,2,0,1,3,3,0
Music,Geneticist,2.6969326147965695,3,0,1,0,3,0,0,1,1,2,1,2,0,0
Finance,Music Therapist,4.593400291827808,8,0,3,0,8,0,1,2,2,4,0,4,2,0
Physics,Legal Secretary,4.2306548172932095,3,1,3,1,5,1,2,0,0,0,0,4,2,0
Medicine,Conductor,2.5505405000498067,3,0,4,0,4,1,1,3,4,3,2,4,4,1
Art,Software Developer,2.6706081126538495,0,0,1,0,8,1,4,0,4,4,3,1,2,1
Art,Physician Assistant,3.5845536172064723,6,2,4,0,5,1,1,4,2,1,0,2,2,1
Art,Software Developer,4.4712661080655804,9,1,3,0,6,0,4,2,1,1,0,3,3,0
Architecture,Animator,4.482610842188295,7,1,3,0,7,0,3,0,2,4,3,1,0,0
Psychology,Entrepreneur,4.67594077333597,6,2,1,1,0,1,3,3,1,4,1,1,0,1
Music,Sound Engineer,4.372366656104525,6,1,4,0,6,1,0,3,0,1,1,1,4,0
Chemistry,Physicist,2.5742583944515527,8,0,2,0,3,1,0,4,0,3,4,2,3,0
Education,Fluid Mechanics Engineer,3.248180080742174,9,2,0,0,0,0,3,0,4,2,4,3,4,0
Medicine,Illustrator,3.372006590128651,4,1,1,1,8,1,2,1,2,0,0,0,4,0
Chemistry,School Psychologist,4.6154924994528574,3,0,3,0,2,1,0,4,2,0,1,3,1,0
Law,Composer,4.237853580886207,5,2,3,1,9,1,2,3,0,0,0,1,0,0
Music,Risk Analyst,3.266947408777771,6,0,4,1,4,1,3,1,1,1,3,3,1,0
Education,Civil Engineer,2.9871567353054447,8,1,0,0,7,0,2,1,3,3,0,2,3,0
Architecture,Analytical Chemist,2.7463339720025197,3,2,3,0,1,1,0,0,3,1,1,0,2,0
Art,Financial Controller,3.1387551034033194,3,0,3,0,5,1,0,3,0,4,0,1,3,1
Marketing,Software Developer,3.675754915589615,3,1,2,0,9,0,2,4,4,2,1,1,3,1
Law,Human Resources Specialist,3.5982954713849726,0,2,1,0,8,0,0,3,4,3,2,0,2,1
Music,Surgeon,2.871873807064334,5,1,0,1,4,0,3,2,1,3,1,4,0,1
Music,Biologist,3.066635794162679,3,1,3,1,3,0,4,1,0,4,0,4,4,0
Education,Biotechnologist,2.6966382063448875,9,2,1,0,6,1,4,1,1,0,0,4,2,1
Engineering,AI Researcher,4.070084546774336,3,1,1,1,9,0,4,3,3,4,0,1,2,1
Physics,Social Media Manager,4.998698196812429,0,0,2,1,3,0,0,1,0,3,3,2,0,1
Medicine,Entrepreneur,4.539448103570125,5,0,1,0,6,0,4,2,4,2,3,3,0,0
Law,Human Resources Specialist,3.116690787926517,2,1,0,0,8,0,1,0,2,2,3,0,2,0
Marketing,Civil Engineer,4.1749901202810635,8,0,4,1,7,0,4,4,1,2,1,4,3,1
Education,Chemist,3.321118757961581,2,0,2,1,9,0,1,0,0,2,1,4,4,0
Physics,Credit Analyst,3.1836843109541215,6,0,1,0,2,1,4,3,4,2,4,2,4,1
Education,Composer,4.469100833133375,0,2,2,0,6,0,2,0,0,2,2,1,0,0
Engineering,Surgeon,2.804743668478403,5,1,1,0,0,0,4,4,1,1,0,1,1,0
Marketing,Nurse,4.835616140471019,6,1,4,0,5,0,2,3,1,2,0,3,3,1
Education,Biochemist,3.573011626345535,6,0,1,1,5,1,1,3,3,2,1,2,4,1
Medicine,Music Therapist,2.869067718974482,9,2,0,1,8,1,1,0,4,1,1,2,0,1
Medicine,Physician Assistant,4.448772144419032,5,1,0,0,3,1,2,0,3,1,4,3,4,1
Architecture,Quantum Physicist,2.9529918725488438,5,0,3,1,0,1,1,4,0,4,4,0,0,1
